"Point.Forecast","Lo.80","Hi.80","Lo.95","Hi.95"
"471",109826.279869006,92676.1794809452,126976.380257066,83597.4647393074,136055.094998704
"472",110024.132090988,92788.3407602504,127259.923421725,83664.263973674,136384.000208301
"473",110221.984211477,92900.9258663313,127543.042556623,83731.7114488856,136712.256974068
"474",110419.836418,93013.9287524863,127825.744083514,83799.79781804,137039.87501796
"475",110617.688551594,93127.3431842332,128108.033918954,83868.5136304691,137366.863472718
"476",110815.540747008,93241.1633604386,128389.918133578,83937.8499427727,137693.231551244
"477",111013.392890019,93355.3833775657,128671.402402472,84007.7977867375,138018.9879933
"478",111211.245077451,93469.9976750881,128952.492479814,84078.3486070155,138344.141547887
"479",111409.097227228,93585.0006494685,129233.193804987,84149.4938771853,138668.70057727
"480",111606.949408925,93700.386973356,129513.511844493,84221.2254129355,138992.673404914
"481",111804.801563563,93816.1513172541,129793.451809872,84293.5350947258,139316.0680324
"482",112002.653741138,93932.2885780729,130073.018904204,84366.4150915879,139638.892390689
"483",112200.505899271,94048.7936782625,130352.218120279,84439.857660514,139961.154138027
"484",112398.358073885,94165.66172928,130631.054418489,84513.8553061055,140282.860841663
"485",112596.210234527,94282.8878864598,130909.532582594,84588.4006352065,140604.019833848
"486",112794.062407013,94400.4674657605,131187.657348265,84663.4864705285,140924.638343497
"487",112991.914569459,94518.3958387492,131465.43330017,84739.1057450782,141244.723393841
"488",113189.766740416,94636.6685158234,131742.864965009,84815.2515827814,141564.281898051
"489",113387.618904159,94755.2810700758,132019.956738242,84891.9172215917,141883.320586726
"490",113585.471074017,94874.2291964701,132296.712951564,84969.0960704681,142201.846077566
"491",113783.323238691,94993.508656509,132573.137820873,85046.7816531697,142519.864824212
"492",113981.175407759,95113.1153201712,132849.235495347,85124.9676483039,142837.383167215
"493",114179.027573103,95233.0451255741,133125.010020632,85203.647848055,143154.407298151
"494",114376.879741604,95353.2941085616,133400.465374646,85282.8161861262,143470.943297081
"495",114574.731907428,95473.8583731815,133675.605441675,85362.4667072614,143786.997107595
"496",114772.584075522,95594.7341124364,133950.434038607,85442.5935865423,144102.574564501
"497",114970.436241692,95715.917586569,134224.954896814,85523.1911067229,144417.68137666
"498",115168.288409492,95837.4051374954,134499.171681488,85604.2536713655,144732.323147618
"499",115366.14057591,95959.1931727353,134773.087979085,85685.7757878402,145046.50536398
"500",115563.9927435,96081.2781753365,135046.707311664,85767.7520760812,145360.233410919
"501",115761.844910097,96203.6566918923,135320.033128301,85850.1772557044,145673.512564489
"502",115959.697077535,96326.3253392544,135593.068815817,85933.0461516596,145986.348003411
"503",116157.54924426,96449.2807955151,135865.817693006,86016.353684351,146298.74480417
"504",116355.40141159,96572.5198044395,136138.283018741,86100.0948730989,146610.707950082
"505",116553.253578407,96696.0391686043,136410.467988211,86184.2648284581,146922.242328357
"506",116751.105745659,96819.835752215,136682.375739104,86268.8587541431,147233.352737175
"507",116948.957912543,96943.9064758187,136954.009349267,86353.8719409624,147544.043884123
"508",117146.810079738,97068.2483179834,137225.371841493,86439.2997676742,147854.320391802
"509",117344.662246669,97192.858311164,137496.466182174,86525.1376961153,148164.186797223
"510",117542.514413825,97317.7335425853,137767.295285064,86611.3812713213,148473.647556328
"511",117740.36658079,97442.8711509563,138037.862010623,86698.026117545,148782.707044034
"512",117938.218747916,97568.2683268009,138308.169169031,86785.0679378773,149091.369557955
"513",118136.070914906,97693.9223098014,138578.21952001,86872.5025109344,149399.639318877
"514",118333.923082011,97819.8303887495,138848.015775273,86960.3256901473,149707.520473875
"515",118531.775249019,97945.9898993598,139117.560598677,87048.5334009563,150015.017097081
"516",118729.627416109,98072.3982239648,139386.856608253,87137.1216398885,150322.13319233
"517",118927.479583129,98199.0527896823,139655.906376576,87226.0864721417,150628.872694117
"518",119125.331750209,98325.9510679427,139924.712432475,87315.424030533,150935.239469885
"519",119323.183917238,98453.0905729251,140193.277261551,87405.1305133861,151241.23732109
"520",119521.03608431,98580.4688609783,140461.603307642,87495.2021834097,151546.869985211
"521",119718.888251346,98708.0835292655,140729.692973426,87585.6353658236,151852.141136868
"522",119916.740418412,98835.9322151216,140997.548621703,87676.426447208,152157.054389617
"523",120114.592585453,98964.0125948604,141265.172576045,87767.5718738215,152461.613297084
"524",120312.444752515,99092.3223830995,141532.567121931,87859.0681504481,152765.821354583
"525",120510.296919559,99220.8593316964,141799.734507422,87950.9118388719,153069.682000246
"526",120708.149086619,99349.6212290619,142066.676944176,88043.0995567409,153373.198616497
"527",120906.001253665,99478.6058991998,142333.39660813,88135.6279761716,153676.374531158
"528",121103.853420723,99607.8112010235,142599.895640422,88228.4938226414,153979.213018804
"529",121301.705587771,99737.2350274806,142866.17614806,88321.6938737031,154281.717301838
"530",121499.557754827,99866.8753048822,143132.240204771,88415.2249579133,154583.89055174
"531",121697.409921876,99996.729992098,143398.089851654,88509.0839536412,154885.735890111
"532",121895.262088931,100126.797079905,143663.727097957,88603.2677880379,155187.256389824
"533",122093.114255981,100257.074590242,143929.15392172,88697.7734359269,155488.455076035
"534",122290.966423035,100387.560575582,144194.372270488,88792.5979188161,155789.334927255
"535",122488.818590086,100518.253118238,144459.384061934,88887.7383038609,156089.898876311
"536",122686.67075714,100649.150329757,144724.191184522,88983.19170292,156390.14981136
"537",122884.522924191,100780.250350279,144988.795498104,89078.9552715821,156690.0905768
"538",123082.375091244,100911.551347947,145253.198834542,89175.0262082661,156989.723974223
"539",123280.227258296,101043.051518313,145517.402998279,89271.4017533054,157289.052763287
"540",123478.079425349,101174.749083775,145781.409766924,89368.0791880904,157588.079662608
"541",123675.931592401,101306.642293008,146045.220891794,89465.0558342056,157886.807350596
"542",123873.783759454,101438.729420441,146308.838098466,89562.3290526133,158185.238466294
"543",124071.635926506,101571.008765714,146572.263087298,89659.8962428389,158483.375610172
"544",124269.488093558,101703.478653174,146835.497533943,89757.754842194,158781.221344923
"545",124467.34026061,101836.137431374,147098.543089847,89855.9023250057,159078.778196215
"546",124665.192427663,101968.983472585,147361.401382741,89954.3362018783,159376.048653448
"547",124863.044594715,102102.015172321,147624.074017109,90053.0540189626,159673.035170468
"548",125060.896761768,102235.230948881,147886.562574655,90152.0533572539,159969.740166282
"549",125258.74892882,102368.629242891,148148.868614749,90251.3318318995,160266.166025741
"550",125456.601095873,102502.208516877,148410.993674869,90350.8870915306,160562.315100215
"551",125654.453262925,102635.967254823,148672.939271027,90450.716817605,160858.189708245
"552",125852.305429977,102769.903961765,148934.706898189,90550.8187237715,161153.792136183
"553",126050.15759703,102904.01716338,149196.29803068,90651.1905552456,161449.124638814
"554",126248.009764082,103038.305405587,149457.714122578,90751.8300882043,161744.18943996
"555",126445.861931134,103172.767254163,149718.956608106,90852.7351291929,162038.988733076
"556",126643.714098187,103307.401294365,149980.026902009,90953.9035145486,162333.524681825
"557",126841.566265239,103442.206130561,150240.926399917,91055.3331098362,162627.799420642
"558",127039.418432292,103577.180385872,150501.656478712,91157.021809299,162921.815055284
"559",127237.270599344,103712.322701816,150762.218496872,91258.9675353217,163215.573663366
"560",127435.122766396,103847.631737974,151022.613794819,91361.1682379069,163509.077294886
"561",127632.974933449,103983.106171647,151282.843695251,91463.6218941641,163802.327972733
"562",127830.827100501,104118.744697537,151542.909503466,91566.32650781,164095.327693192
"563",128028.679267553,104254.546027422,151802.812507685,91669.2801086815,164388.078426425
"564",128226.531434606,104390.508889852,152062.55397936,91772.4807522596,164680.582116952
"565",128424.383601658,104526.632029835,152322.135173481,91875.9265192046,164972.840684112
"566",128622.235768711,104662.914208552,152581.557328869,91979.6155149018,165264.856022519
"567",128820.087935763,104799.354203056,152840.82166847,92083.545869018,165556.630002508
"568",129017.940102815,104935.950805996,153099.929399635,92187.715735068,165848.164470563
"569",129215.792269868,105072.702825336,153358.8817144,92292.1232899911,166139.461249744
"570",129413.64443692,105209.609084087,153617.679789753,92396.7667337374,166430.522140103
"571",129611.496603973,105346.668420041,153876.324787904,92501.6442888625,166721.348919083
"572",129809.348771025,105483.879685512,154134.817856538,92606.7542001329,167011.943341917
"573",130007.200938077,105621.241747084,154393.16012907,92712.0947341388,167302.307142016
"574",130205.05310513,105758.753485365,154651.352724894,92817.6641789164,167592.442031343
"575",130402.905272182,105896.413794742,154909.396749622,92923.4608435779,167882.349700786
"576",130600.757439234,106034.221583149,155167.29329532,93029.4830579507,168172.031820518
"577",130798.609606287,106172.17577183,155425.043440744,93135.7291722228,168461.490040351
"578",130996.461773339,106310.27529512,155682.648251558,93242.1975565983,168750.72599008
"579",131194.313940392,106448.519100219,155940.108780564,93348.8866009577,169039.741279826
"580",131392.166107444,106586.906146975,156197.426067913,93455.7947145279,169328.53750036
"581",131590.018274496,106725.435407676,156454.601141317,93562.9203255581,169617.116223435
"582",131787.870441549,106864.10586684,156711.635016257,93670.2618810024,169905.479002095
"583",131985.722608601,107002.916521013,156968.528696189,93777.8178462104,170193.627370992
"584",132183.574775653,107141.86637857,157225.283172737,93885.5867046228,170481.562846684
"585",132381.426942706,107280.954459522,157481.89942589,93993.5669574749,170769.286927937
"586",132579.279109758,107420.179795323,157738.378424193,94101.7571235053,171056.801096011
"587",132777.131276811,107559.541428688,157994.721124933,94210.1557386709,171344.10681495
"588",132974.983443863,107699.038413406,158250.92847432,94318.7613558685,171631.205531858
"589",133172.835610915,107838.669814166,158507.001407665,94427.5725446612,171918.09867717
"590",133370.687777968,107978.434706377,158762.940849559,94536.5878910111,172204.787664924
"591",133568.53994502,108118.332176001,159018.747714039,94645.8059970173,172491.273893023
"592",133766.392112073,108258.361319384,159274.422904762,94755.2254806591,172777.558743486
"593",133964.244279125,108398.521243089,159529.967315161,94864.844975545,173063.643582705
"594",134162.096446177,108538.81106374,159785.381828615,94974.6631306656,173349.529761689
"595",134359.94861323,108679.22990786,160040.6673186,95084.6786101532,173635.218616306
"596",134557.800780282,108819.776911716,160295.824648848,95194.8900930444,173920.71146752
"597",134755.652947334,108960.451221172,160550.854673497,95305.296273049,174206.00962162
"598",134953.505114387,109101.251991536,160805.758237237,95415.8958583225,174491.114370451
"599",135151.357281439,109242.178387417,161060.536175462,95526.6875712434,174776.026991635
"600",135349.209448492,109383.229582579,161315.189314404,95637.6701481951,175060.748748788
"601",135547.061615544,109524.404759806,161569.718471282,95748.8423393517,175345.280891736
"602",135744.913782596,109665.70311076,161824.124454433,95860.2029084685,175629.624656724
"603",135942.765949649,109807.12383585,162078.408063447,95971.7506326761,175913.781266621
"604",136140.618116701,109948.666144099,162332.570089303,96083.4843022787,176197.751931123
"605",136338.470283753,110090.329253014,162586.611314493,96195.4027205561,176481.537846951
"606",136536.322450806,110232.112388458,162840.532513154,96307.50470357,176765.140198042
"607",136734.174617858,110374.014784529,163094.334451187,96419.7890799736,177048.560155743
"608",136932.026784911,110516.035683436,163348.017886385,96532.2546908246,177331.798878997
"609",137129.878951963,110658.174335378,163601.583568548,96644.9003894026,177614.857514523
"610",137327.731119015,110800.429998429,163855.032239601,96757.7250410288,177897.737197002
