"Point.Forecast","Lo.80","Hi.80","Lo.95","Hi.95"
"509",124166.045795671,106934.125142303,141397.966449038,97812.0973685544,150519.994222787
"510",124546.532062254,107137.456570799,141955.607553708,97921.6486905965,151171.415433911
"511",124927.018328837,107340.170156887,142513.866500787,98030.2551042154,151823.781553458
"512",125307.50459542,107542.268187097,143072.741003743,98137.920106359,152477.089084481
"513",125687.990862003,107743.752920542,143632.228803463,98244.6471520415,153131.334571964
"514",126068.477128586,107944.6265895,144192.327667672,98350.4396552356,153786.514601936
"515",126448.963395169,108144.891399975,144753.035390362,98455.3009897376,154442.6258006
"516",126829.449661752,108344.549532255,145314.349791249,98559.234490006,155099.664833498
"517",127209.935928335,108543.603141434,145876.268715236,98662.2434519745,155757.628404695
"518",127590.422194918,108742.054357933,146438.790031903,98764.3311338414,156416.513255995
"519",127970.908461501,108939.905288001,147001.911635002,98865.5007568351,157076.316166167
"520",128351.394728084,109137.158014197,147565.631441971,98965.755505957,157737.033950211
"521",128731.880994667,109333.814595867,148129.947393467,99065.0985307033,158398.663458631
"522",129112.36726125,109529.877069599,148694.857452902,99163.5329457652,159061.201576735
"523",129492.853527833,109725.347449666,149260.359606001,99261.0618317099,159724.645223956
"524",129873.339794416,109920.227728462,149826.45186037,99357.6882356418,160388.991353191
"525",130253.826060999,110114.519876924,150393.132245074,99453.4151718453,161054.236950153
"526",130634.312327582,110308.225844933,150960.398810231,99548.2456224094,161720.379032755
"527",131014.798594165,110501.34756172,151528.249626611,99642.1825378355,162387.414650495
"528",131395.284860748,110693.886936245,152096.682785252,99735.2288376281,163055.340883868
"529",131775.771127331,110885.845857577,152665.696397085,99827.3874108698,163724.154843793
"530",132156.257393914,111077.226195262,153235.288592567,99918.6611167807,164393.853671048
"531",132536.743660497,111268.029799671,153805.457521324,100009.052785263,165064.434535732
"532",132917.22992708,111458.258502355,154376.201351806,100098.56521743,165735.894636731
"533",133297.716193663,111647.914116377,154947.518270949,100187.201186123,166408.231201204
"534",133678.202460246,111836.998436645,155519.406483848,100274.963436416,167081.441484077
"535",134058.688726829,112025.513240227,156091.864213432,100361.854686101,167755.522767557
"536",134439.174993413,112213.460286667,156664.889700158,100447.877626169,168430.472360656
"537",134819.661259996,112400.841318288,157238.481201703,100533.034921272,169106.287598719
"538",135200.147526579,112587.658060488,157812.636992669,100617.329210178,169782.965842979
"539",135580.633793162,112773.912222029,158387.355364294,100700.763106213,170460.50448011
"540",135961.120059745,112959.605495319,158962.63462417,100783.339197693,171138.900921796
"541",136341.606326328,113144.739556687,159538.473095969,100865.06004834,171818.152604315
"542",136722.092592911,113329.316066649,160114.869119173,100945.928197697,172498.256988125
"543",137102.578859494,113513.336670174,160691.821048813,101025.946161525,173179.211557463
"544",137483.065126077,113696.802996936,161269.327255218,101105.116432195,173861.013819958
"545",137863.55139266,113879.716661564,161847.386123756,101183.44147907,174543.66130625
"546",138244.037659243,114062.079263884,162425.996054602,101260.923748873,175227.151569613
"547",138624.523925826,114243.892389161,163005.155462491,101337.565666055,175911.482185596
"548",139005.010192409,114425.157608325,163584.862776493,101413.36963315,176596.650751668
"549",139385.496458992,114605.876478202,164165.116439782,101488.338031116,177282.654886868
"550",139765.982725575,114786.050541735,164745.914909414,101562.473219679,177969.49223147
"551",140146.468992158,114965.681328199,165327.256656117,101635.777537666,178657.16044665
"552",140526.955258741,115144.770353412,165909.14016407,101708.253303319,179345.657214163
"553",140907.441525324,115323.319119945,166491.563930703,101779.902814622,180034.980236026
"554",141287.927791907,115501.32911732,167074.526466494,101850.728349604,180725.12723421
"555",141668.41405849,115678.801822211,167658.026294769,101920.732166641,181416.095950339
"556",142048.900325073,115855.738698636,168242.06195151,101989.916504756,182107.88414539
"557",142429.386591656,116032.141198146,168826.631985167,102058.283583905,182800.489599408
"558",142809.872858239,116208.010760008,169411.73495647,102125.835605257,183493.910111221
"559",143190.359124822,116383.348811392,169997.369438252,102192.57475148,184188.143498164
"560",143570.845391405,116558.156767541,170583.534015269,102258.503187001,184883.187595809
"561",143951.331657988,116732.436031949,171170.227284028,102323.623058279,185579.040257698
"562",144331.817924571,116906.187996528,171757.447852614,102387.936494061,186275.699355082
"563",144712.304191154,117079.414041777,172345.194340531,102451.445605636,186973.162776673
"564",145092.790457737,117252.115536943,172933.465378532,102514.152487086,187671.428428389
"565",145473.27672432,117424.293840177,173522.259608463,102576.059215528,188370.494233113
"566",145853.762990903,117595.950298699,174111.575683108,102637.167851352,189070.358130455
"567",146234.249257486,117767.08624894,174701.412266033,102697.480438456,189771.018076517
"568",146614.735524069,117937.7030167,175291.768031438,102756.999004476,190472.472043663
"569",146995.221790652,118107.801917292,175882.641664013,102815.725561008,191174.718020297
"570",147375.708057236,118277.384255683,176474.031858788,102873.662103828,191877.754010643
"571",147756.194323819,118446.45132664,177065.937320997,102930.81061311,192581.578034527
"572",148136.680590402,118615.004414864,177658.356765939,102987.173053638,193286.188127166
"573",148517.166856985,118783.044795129,178251.288918841,103042.751375006,193991.582338964
"574",148897.653123568,118950.57373241,178844.732514725,103097.54751183,194697.758735305
"575",149278.139390151,119117.59248202,179438.686298282,103151.563383943,195404.715396359
"576",149658.625656734,119284.10228973,180033.149023737,103204.800896589,196112.450416878
"577",150039.111923317,119450.104391901,180628.119454732,103257.261940619,196820.961906015
"578",150419.5981899,119615.600015603,181223.596364196,103308.948392673,197530.247987126
"579",150800.084456483,119780.590378737,181819.578534229,103359.862115371,198240.306797595
"580",151180.570723066,119945.076690151,182416.06475598,103410.004957488,198951.136488644
"581",151561.056989649,120109.060149762,183013.053829536,103459.378754135,199662.735225163
"582",151941.543256232,120272.541948663,183610.544563801,103507.985326933,200375.10118553
"583",152322.029522815,120435.523269238,184208.535776392,103555.826484184,201088.232561445
"584",152702.515789398,120598.005285272,184807.026293524,103602.904021038,201802.127557758
"585",153083.002055981,120759.98916206,185406.014949902,103649.219719656,202516.784392306
"586",153463.488322564,120921.47605651,186005.500588618,103694.775349378,203232.20129575
"587",153843.974589147,121082.467117248,186605.482061047,103739.572666876,203948.376511418
"588",154224.46085573,121242.963484719,187205.958226741,103783.613416312,204665.308295149
"589",154604.947122313,121402.966291293,187806.927953333,103826.899329492,205382.994915134
"590",154985.433388896,121562.476661355,188408.390116438,103869.432126017,206101.434651775
"591",155365.919655479,121721.495711406,189010.343599552,103911.21351343,206820.625797528
"592",155746.405922062,121880.024550161,189612.787293964,103952.245187361,207540.566656764
"593",156126.892188645,122038.064278635,190215.720098655,103992.528831669,208261.255545621
"594",156507.378455228,122195.615990243,190819.140920214,104032.066118587,208982.69079187
"595",156887.864721811,122352.680770883,191423.048672739,104070.858708853,209704.870734769
"596",157268.350988394,122509.259699031,192027.442277758,104108.908251853,210427.793724935
"597",157648.837254977,122665.353845822,192632.320664133,104146.216385748,211151.458124206
"598",158029.32352156,122820.964275141,193237.68276798,104182.784737609,211875.862305511
"599",158409.809788143,122976.092043704,193843.527532583,104218.614923544,212601.004652743
"600",158790.296054726,123130.738201142,194449.853908311,104253.708548825,213326.883560628
"601",159170.782321309,123284.903790082,195056.660852537,104288.067208012,214053.497434607
"602",159551.268587892,123438.589846228,195663.947329557,104321.692485078,214780.844690707
"603",159931.754854475,123591.79739844,196271.712310511,104354.585953526,215508.923755425
"604",160312.241121059,123744.527468807,196879.95477331,104386.749176511,216237.733065606
"605",160692.727387642,123896.781072731,197488.673702552,104418.183706953,216967.27106833
"606",161073.213654225,124048.559218995,198097.868089454,104448.891087654,217697.536220795
"607",161453.699920808,124199.862909842,198707.536931773,104478.872851412,218428.526990203
"608",161834.186187391,124350.693141044,199317.679233737,104508.130521127,219160.241853655
"609",162214.672453974,124501.050901973,199928.294005974,104536.665609916,219892.679298031
"610",162595.158720557,124650.937175677,200539.380265437,104564.479621218,220625.837819895
