"Point.Forecast","Lo.80","Hi.80","Lo.95","Hi.95"
"505",14103.8428237499,11739.6070856205,16468.0785618792,10488.0562863374,17719.6293611623
"506",14118.8140212065,11745.8785107971,16491.7495316159,10489.722330259,17747.9057121539
"507",14133.7852186631,11752.1817152067,16515.3887221195,10491.4369763235,17776.1334610027
"508",14148.7564161197,11758.5163531156,16538.9964791238,10493.1996957767,17804.3131364628
"509",14163.7276135763,11764.882085014,16562.5731421387,10495.0099693829,17832.4452577698
"510",14178.698811033,11771.2785774598,16586.1190446061,10496.8672871869,17860.5303348791
"511",14193.6700084896,11777.7055029284,16609.6345140508,10498.7711482827,17888.5688686964
"512",14208.6412059462,11784.1625396665,16633.1198722259,10500.7210605913,17916.5613513011
"513",14223.6124034028,11790.6493715506,16656.575435255,10502.7165406435,17944.5082661621
"514",14238.5836008594,11797.1656879504,16680.0015137685,10504.757113371,17972.4100883479
"515",14253.554798316,11803.7111835955,16703.3984130366,10506.8423119033,18000.2672847288
"516",14268.5259957727,11810.2855584474,16726.7664330979,10508.9716773711,18028.0803141742
"517",14283.4971932293,11816.8885175746,16750.105868884,10511.1447587154,18055.8496277431
"518",14298.4683906859,11823.5197710316,16773.4170103402,10513.361112503,18083.5756688688
"519",14313.4395881425,11830.1790337418,16796.7001425433,10515.6203027467,18111.2588735383
"520",14328.4107855991,11836.8660253838,16819.9555458145,10517.9219007321,18138.8996704661
"521",14343.3819830557,11843.5804702811,16843.1834958304,10520.2654848483,18166.4984812631
"522",14358.3531805124,11850.322097295,16866.3842637297,10522.6506404245,18194.0557206002
"523",14373.324377969,11857.0906397208,16889.5581162171,10525.0769595709,18221.571796367
"524",14388.2955754256,11863.8858351869,16912.7053156643,10527.5440410248,18249.0471098264
"525",14403.2667728822,11870.7074255566,16935.8261202078,10530.0514900005,18276.482055764
"526",14418.2379703388,11877.5551568338,16958.9207838439,10532.5989180439,18303.8770226338
"527",14433.2091677954,11884.4287790695,16981.9895565214,10535.1859428915,18331.2323926994
"528",14448.1803652521,11891.3280462732,17005.032684231,10537.812188333,18358.5485421711
"529",14463.1515627087,11898.2527163247,17028.0504090926,10540.4772840778,18385.8258413395
"530",14478.1227601653,11905.2025508903,17051.0429694403,10543.1808656257,18413.0646547049
"531",14493.0939576219,11912.1773153397,17074.0105999042,10545.9225741406,18440.2653411032
"532",14508.0651550785,11919.1767786661,17096.953531491,10548.7020563284,18467.4282538287
"533",14523.0363525351,11926.2007134087,17119.8719916616,10551.5189643175,18494.5537407528
"534",14538.0075499918,11933.2488955765,17142.766204407,10554.3729555434,18521.6421444401
"535",14552.9787474484,11940.3211045749,17165.6363903218,10557.2636926357,18548.693802261
"536",14567.949944905,11947.417123134,17188.482766676,10560.1908433088,18575.7090465012
"537",14582.9211423616,11954.5367372388,17211.3055474845,10563.1540802549,18602.6882044683
"538",14597.8923398182,11961.6797360613,17234.1049435752,10566.1530810406,18629.6315985959
"539",14612.8635372748,11968.8459118947,17256.881162655,10569.1875280056,18656.5395465441
"540",14627.8347347315,11976.0350600889,17279.6344093741,10572.2571081645,18683.4123612984
"541",14642.8059321881,11983.2469789876,17302.3648853885,10575.361513111,18710.2503512652
"542",14657.7771296447,11990.4814698682,17325.0727894212,10578.5004389246,18737.0538203648
"543",14672.7483271013,11997.7383368814,17347.7583173212,10581.67358608,18763.8230681227
"544",14687.7195245579,12005.017386994,17370.4216621219,10584.8806593582,18790.5583897577
"545",14702.6907220145,12012.3184299322,17393.0630140968,10588.1213677608,18817.2600762683
"546",14717.6619194712,12019.6412781272,17415.6825608151,10591.3954244256,18843.9284145167
"547",14732.6331169278,12026.9857466609,17438.2804871946,10594.7025465453,18870.5636873103
"548",14747.6043143844,12034.3516532144,17460.8569755544,10598.0424552869,18897.1661734819
"549",14762.575511841,12041.7388180169,17483.4122056651,10601.4148757146,18923.7361479674
"550",14777.5467092976,12049.1470637959,17505.9463547993,10604.8195367139,18950.2738818813
"551",14792.5179067542,12056.5762157295,17528.459597779,10608.2561709173,18976.7796425912
"552",14807.4891042109,12064.0261013983,17550.9521070235,10611.7245146325,19003.2536937893
"553",14822.4603016675,12071.4965507403,17573.4240525947,10615.2243077719,19029.6962955631
"554",14837.4314991241,12078.9873960056,17595.8756022426,10618.7552937841,19056.1077044641
"555",14852.4026965807,12086.4984717126,17618.3069214488,10622.3172195871,19082.4881735743
"556",14867.3738940373,12094.0296146055,17640.7181734691,10625.9098355025,19108.8379525722
"557",14882.3450914939,12101.5806636125,17663.1095193754,10629.5328951921,19135.1572877958
"558",14897.3162889506,12109.1514598049,17685.4811180962,10633.1861555957,19161.4464223054
"559",14912.2874864072,12116.7418463578,17707.8331264565,10636.8693768704,19187.705595944
"560",14927.2586838638,12124.3516685112,17730.1656992164,10640.5823223307,19213.9350453968
"561",14942.2298813204,12131.9807735318,17752.478989109,10644.3247583917,19240.1350042491
"562",14957.201078777,12139.6290106765,17774.7731468776,10648.0964545114,19266.3057030427
"563",14972.1722762336,12147.2962311558,17797.0483213114,10651.8971831361,19292.4473693311
"564",14987.1434736903,12154.9822880992,17819.3046592813,10655.7267196467,19318.5602277338
"565",15002.1146711469,12162.6870365201,17841.5423057737,10659.5848423051,19344.6444999886
"566",15017.0858686035,12170.4103332823,17863.7614039247,10663.4713322038,19370.7004050032
"567",15032.0570660601,12178.1520370674,17885.9620950528,10667.3859732145,19396.7281589057
"568",15047.0282635167,12185.9120083422,17908.1445186913,10671.32855194,19422.7279750934
"569",15061.9994609733,12193.6901093277,17930.308812619,10675.2988576653,19448.7000642814
"570",15076.97065843,12201.4862039681,17952.4551128918,10679.296682311,19474.6446345489
"571",15091.9418558866,12209.3001579009,17974.5835538722,10683.3218203874,19500.5618913858
"572",15106.9130533432,12217.1318384275,17996.6942682589,10687.3740689495,19526.4520377369
"573",15121.8842507998,12224.9811144845,18018.7873871151,10691.4532275531,19552.3152740465
"574",15136.8554482564,12232.8478566156,18040.8630398972,10695.5590982121,19578.1517983008
"575",15151.826645713,12240.7319369443,18062.9213544818,10699.6914853559,19603.9618060702
"576",15166.7978431697,12248.6332291468,18084.9624571925,10703.8501957892,19629.7454905501
"577",15181.7690406263,12256.5516084259,18106.9864728267,10708.035038651,19655.5030426015
"578",15196.7402380829,12264.4869514852,18128.9935246806,10712.2458253759,19681.2346507899
"579",15211.7114355395,12272.4391365041,18150.9837345749,10716.4823696552,19706.9405014238
"580",15226.6826329961,12280.408043113,18172.9572228792,10720.7444873996,19732.6207785927
"581",15241.6538304527,12288.3935523694,18194.914108536,10725.0319967021,19758.2756642034
"582",15256.6250279094,12296.3955467342,18216.8545090845,10729.3447178022,19783.9053380165
"583",15271.596225366,12304.4139100485,18238.7785406834,10733.6824730505,19809.5099776815
"584",15286.5674228226,12312.4485275115,18260.6863181337,10738.0450868738,19835.0897587714
"585",15301.5386202792,12320.4992856578,18282.5779549007,10742.432385742,19860.6448548164
"586",15316.5098177358,12328.566072336,18304.4535631357,10746.8441981345,19886.1754373372
"587",15331.4810151924,12336.6487766876,18326.3132536973,10751.2803545076,19911.6816758772
"588",15346.4522126491,12344.7472891261,18348.157136172,10755.7406872635,19937.1637380347
"589",15361.4234101057,12352.8615013167,18369.9853188946,10760.2250307181,19962.6217894933
"590",15376.3946075623,12360.9913061564,18391.7979089682,10764.7332210715,19988.055994053
"591",15391.3658050189,12369.1365977542,18413.5950122836,10769.2650963778,20013.46651366
"592",15406.3370024755,12377.2972714126,18435.3767335384,10773.8204965156,20038.8535084355
"593",15421.3081999321,12385.4732236082,18457.143176256,10778.3992631596,20064.2171367047
"594",15436.2793973888,12393.6643519738,18478.8944428037,10783.0012397527,20089.5575550248
"595",15451.2505948454,12401.8705552801,18500.6306344107,10787.626271478,20114.8749182127
"596",15466.221792302,12410.0917334182,18522.3518511858,10792.2742052323,20140.1693793717
"597",15481.1929897586,12418.3277873824,18544.0581921348,10796.9448895994,20165.4410899178
"598",15496.1641872152,12426.5786192532,18565.7497551773,10801.6381748242,20190.6901996063
"599",15511.1353846718,12434.8441321805,18587.4266371632,10806.3539127874,20215.9168565563
"600",15526.1065821285,12443.1242303676,18609.0889338893,10811.0919569807,20241.1212072763
"601",15541.0777795851,12451.4188190552,18630.736740115,10815.8521624819,20266.3033966883
"602",15556.0489770417,12459.7278045054,18652.370149578,10820.6343859315,20291.4635681519
"603",15571.0201744983,12468.0510939868,18673.9892550098,10825.4384855091,20316.6018634876
"604",15585.9913719549,12476.3885957591,18695.5941481507,10830.26432091,20341.7184229999
"605",15600.9625694115,12484.7402190587,18717.1849197643,10835.111753323,20366.8133855001
"606",15615.9337668682,12493.1058740838,18738.7616596526,10839.9806454083,20391.886888328
"607",15630.9049643248,12501.4854719802,18760.3244566694,10844.8708612752,20416.9390673743
"608",15645.8761617814,12509.8789248279,18781.8733987349,10849.7822664616,20441.9700571012
"609",15660.847359238,12518.2861456267,18803.4085728493,10854.7147279122,20466.9799905638
"610",15675.8185566946,12526.7070482834,18824.9300651058,10859.6681139587,20491.9689994306
