"Point.Forecast","Lo.80","Hi.80","Lo.95","Hi.95"
"523",11847.7621421466,9460.26552692266,14235.2587573705,8196.40116311205,15499.1231211811
"524",11847.7621421466,9452.72094450354,14242.8033397896,8184.86272001118,15510.661564282
"525",11847.7621421466,9445.20005364416,14250.324230649,8173.36051002419,15522.163774269
"526",11847.7621421466,9437.70263254711,14257.821651746,8161.89419394123,15533.6300903519
"527",11847.7621421466,9430.22846285427,14265.2958214389,8150.46343781238,15545.0608464808
"528",11847.7621421466,9422.77732957263,14272.7469547205,8139.06791283417,15556.456371459
"529",11847.7621421466,9415.34902100206,14280.1752632911,8127.70729523921,15567.8169890539
"530",11847.7621421466,9407.94332866518,14287.580955628,8116.38126618887,15579.1430181043
"531",11847.7621421466,9400.56004723911,14294.964237054,8105.0895116689,15590.4347726243
"532",11847.7621421466,9393.198974489,14302.3253098042,8093.83172238777,15601.6925619054
"533",11847.7621421466,9385.85991120341,14309.6643730897,8082.60759367789,15612.9166906153
"534",11847.7621421466,9378.54266113144,14316.9816231617,8071.41682539941,15624.1074588937
"535",11847.7621421466,9371.24703092145,14324.2772533717,8060.25912184651,15635.2651624466
"536",11847.7621421466,9363.97283006149,14331.5514542317,8049.1341916563,15646.3900926368
"537",11847.7621421466,9356.71987082121,14338.8044134719,8038.04174772,15657.4825365731
"538",11847.7621421466,9349.48796819537,14346.0363160978,8026.9815070965,15668.5427771966
"539",11847.7621421466,9342.27693984877,14353.2473444444,8015.95319092817,15679.571093365
"540",11847.7621421466,9335.08660606257,14360.4376782306,8004.9565243588,15690.5677599344
"541",11847.7621421466,9327.91678968211,14367.607494611,7993.99123645366,15701.5330478395
"542",11847.7621421466,9320.7673160659,14374.7569682272,7983.05706012169,15712.4672241715
"543",11847.7621421466,9313.63801303604,14381.8862712571,7972.15373203948,15723.3705522537
"544",11847.7621421466,9306.52871082982,14388.9955734633,7961.28099257738,15734.2432917158
"545",11847.7621421466,9299.43924205254,14396.0850422406,7950.43858572731,15745.0856985658
"546",11847.7621421466,9292.36944163157,14403.1548426616,7939.62625903243,15755.8980252607
"547",11847.7621421466,9285.31914677144,14410.2051375217,7928.84376351859,15766.6805207746
"548",11847.7621421466,9278.28819691015,14417.236087383,7918.09085362738,15777.4334306658
"549",11847.7621421466,9271.27643367649,14424.2478506167,7907.36728715096,15788.1569971422
"550",11847.7621421466,9264.28370084843,14431.2405834447,7896.67282516831,15798.8514591248
"551",11847.7621421466,9257.30984431246,14438.2144399807,7886.0072319832,15809.5170523099
"552",11847.7621421466,9250.35471202404,14445.1695722691,7875.37027506354,15820.1540092296
"553",11847.7621421466,9243.41815396885,14452.1061303243,7864.76172498224,15830.7625593109
"554",11847.7621421466,9236.50002212507,14459.0242621681,7854.18135535947,15841.3429289337
"555",11847.7621421466,9229.60017042654,14465.9241138666,7843.6289428063,15851.8953414868
"556",11847.7621421466,9222.71845472675,14472.8058295664,7833.10426686967,15862.4200174235
"557",11847.7621421466,9215.85473276372,14479.6695515294,7822.60710997866,15872.9171743145
"558",11847.7621421466,9209.00886412566,14486.5154201675,7812.13725739198,15883.3870269012
"559",11847.7621421466,9202.18071021751,14493.3435740756,7801.69449714676,15893.8297871464
"560",11847.7621421466,9195.37013422814,14500.154150065,7791.27862000844,15904.2456642847
"561",11847.7621421466,9188.57700109842,14506.9472831947,7780.88941942189,15914.6348648713
"562",11847.7621421466,9181.80117748992,14513.7231068032,7770.52669146361,15924.9975928295
"563",11847.7621421466,9175.04253175442,14520.4817525387,7760.190234795,15935.3340494981
"564",11847.7621421466,9168.30093390405,14527.2233503891,7749.87985061677,15945.6444336764
"565",11847.7621421466,9161.57625558209,14533.9480287111,7739.59534262426,15955.9289416689
"566",11847.7621421466,9154.86837003451,14540.6559142586,7729.3365169639,15966.1877673292
"567",11847.7621421466,9148.17715208205,14547.3471322111,7719.10318219055,15976.4211021026
"568",11847.7621421466,9141.50247809299,14554.0218062002,7708.89514922581,15986.6291350673
"569",11847.7621421466,9134.84422595649,14560.6800583367,7698.71223131725,15996.8120529759
"570",11847.7621421466,9128.20227505652,14567.3220092366,7688.55424399858,16006.9700402946
"571",11847.7621421466,9121.57650624637,14573.9477780468,7678.42100505063,16017.1032792425
"572",11847.7621421466,9114.96680182372,14580.5574824694,7668.31233446323,16027.2119498299
"573",11847.7621421466,9108.37304550623,14587.1512387869,7658.22805439789,16037.2962298953
"574",11847.7621421466,9101.79512240767,14593.7291618855,7648.16798915131,16047.3562951418
"575",11847.7621421466,9095.2329190146,14600.2913652785,7638.13196511963,16057.3923191735
"576",11847.7621421466,9088.68632316348,14606.8379611297,7628.11981076353,16067.4044735296
"577",11847.7621421466,9082.1552240183,14613.3690602748,7618.13135657396,16077.3929277192
"578",11847.7621421466,9075.63951204872,14619.8847722444,7608.16643503871,16087.3578492544
"579",11847.7621421466,9069.13907900858,14626.3852052846,7598.22488060959,16097.2994036836
"580",11847.7621421466,9062.65381791498,14632.8704663782,7588.30652967036,16107.2177546228
"581",11847.7621421466,9056.18362302771,14639.3406612654,7578.41122050533,16117.1130637878
"582",11847.7621421466,9049.72838982914,14645.795894464,7568.53879326855,16126.9854910246
"583",11847.7621421466,9043.2880150045,14652.2362692886,7558.68908995375,16136.8351943394
"584",11847.7621421466,9036.86239642261,14658.6618878705,7548.86195436476,16146.6623299284
"585",11847.7621421466,9030.45143311699,14665.0728511762,7539.05723208667,16156.4670522065
"586",11847.7621421466,9024.05502526733,14671.4692590258,7529.27477045748,16166.2495138357
"587",11847.7621421466,9017.67307418136,14677.8512101118,7519.5144185404,16176.0098657527
"588",11847.7621421466,9011.30548227709,14684.2188020161,7509.77602709666,16185.7482571965
"589",11847.7621421466,9004.95215306541,14690.5721312277,7500.05944855888,16195.4648357343
"590",11847.7621421466,8998.612991133,14696.9112931602,7490.36453700499,16205.1597472882
"591",11847.7621421466,8992.28790212564,14703.2363821675,7480.69114813269,16214.8331361605
"592",11847.7621421466,8985.97679273183,14709.5474915613,7471.03913923432,16224.4851450588
"593",11847.7621421466,8979.6795706667,14715.8447136264,7461.40836917236,16234.1159151208
"594",11847.7621421466,8973.39614465629,14722.1281396369,7451.79869835533,16243.7255859378
"595",11847.7621421466,8967.12642442209,14728.3978598711,7442.20998871418,16253.314295579
"596",11847.7621421466,8960.87032066594,14734.6539636272,7432.64210367914,16262.882180614
"597",11847.7621421466,8954.62774505516,14740.896539238,7423.09490815705,16272.4293761361
"598",11847.7621421466,8948.39861020802,14747.1256740851,7413.56826850907,16281.9560157841
"599",11847.7621421466,8942.18282967944,14753.3414546137,7404.06205252889,16291.4622317643
"600",11847.7621421466,8935.98031794705,14759.5439663461,7394.5761294213,16300.9481548718
"601",11847.7621421466,8929.7909903974,14765.7332938957,7385.11036978119,16310.413914512
"602",11847.7621421466,8923.61476331251,14771.9095209806,7375.66464557299,16319.8596387202
"603",11847.7621421466,8917.45155385668,14778.0727304365,7366.23883011041,16329.2854541827
"604",11847.7621421466,8911.30128006352,14784.2230042296,7356.83279803667,16338.6914862565
"605",11847.7621421466,8905.16386082319,14790.36042347,7347.446425305,16348.0778589881
"606",11847.7621421466,8899.03921587001,14796.4850684231,7338.0795891596,16357.4446951335
"607",11847.7621421466,8892.9272657701,14802.597018523,7328.73216811687,16366.7921161763
"608",11847.7621421466,8886.82793190946,14808.6963523837,7319.40404194703,16376.1202423461
"609",11847.7621421466,8880.7411364821,14814.783147811,7310.09509165613,16385.429192637
"610",11847.7621421466,8874.66680247851,14820.8574818146,7300.80519946826,16394.7190848249
